FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
Hayley,York,12-Sep-18,,Production Technician I,John Ramirez,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,5/3/1971,MA,Director,Male,2072,Hispanic,Single,Fully Meets,3,1770,24-02-2023,1,3,5,4-Sep-22,Customer Service,External,Incomplete,West David,Natalie Ross,2,257.2
Salma,Shepard,27-Jun-20,,Production Technician I,David Reid,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),27-08-1950,MA,Mechanic,Male,16902,Hispanic,Widowed,Fully Meets,3,1771,3/6/2023,3,2,1,27-Feb-23,Technical Skills,External,Incomplete,New Kevinfurt,Randy Wilson,2,991.1
Hallie,Thornton,28-Dec-18,28-Jan-22,Production Technician I,Jamie Holloway,SVG,Active,Contract,Zone A,Part-Time,Resignation,Each bring star week kitchen without nature.,Production       ,General - Con,28-06-1954,MA,Laborer,Male,70792,Asian,Widowed,Fully Meets,3,1772,1/1/2023,3,4,5,20-Aug-22,Technical Skills,External,Passed,Port Paul,Lydia Campbell,2,205.64
Tiana,Bishop,20-Jan-21,8-Mar-23,Production Technician I,Mitchell Woods,EW,Active,Part-Time,Zone B,Temporary,Retirement,Though resource simple health bring.,Production       ,General - Eng,22-03-1942,MA,Administrative,Male,25699,Black,Married,Fully Meets,3,1773,20-11-2022,5,5,2,30-Dec-22,Leadership Development,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45
Regina,Garcia,14-Sep-19,6-Feb-23,Production Technician I,Aaron Cochran,MSC,Active,Full-Time,Zone B,Part-Time,Involuntary,Wear television particular.,Production       ,Field Operations,24-09-1989,MA,Technician,Female,96290,Asian,Widowed,Fully Meets,3,1774,9/12/2022,1,1,2,8-Jun-23,Customer Service,External,Failed,Johnhaven,Jacob Wilson,5,643.22
Julie,Cochran,6-Oct-18,12-Dec-19,Production Technician I,Scott Smith,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Sing participant involve themselves plan.,Production       ,Engineers,11/5/1997,MA,Engineer,Male,23434,Black,Single,Fully Meets,3,1775,10/5/2023,4,2,3,8-May-23,Project Management,Internal,Failed,Port David,Brianna Williams,4,795.28
Yamilet,Pierce,3-Aug-21,1-Nov-22,Production Technician I,Lucas Rodriguez,PYZ,Active,Full-Time,Zone C,Temporary,Retirement,Only alone imagine. Loss minute girl.,Production       ,Project Management - Con,11/3/1955,MA,Engineer,Male,49243,Asian,Divorced,Fully Meets,3,1776,16-01-2023,3,2,3,7-Sep-22,Project Management,Internal,Failed,South Madison,Roy Johnson,2,521.69
Amare,Hartman,5-Jul-19,26-May-21,Production Technician I,Brian Rogers,WBL,Active,Full-Time,Zone B,Temporary,Involuntary,Professor late television spend foreign.,Production       ,Splicing,25-04-1962,MA,Splicer,Female,64893,Hispanic,Single,Fully Meets,3,1777,2/2/2023,1,3,1,24-Apr-23,Customer Service,External,Incomplete,Greenehaven,Daniel Barton,3,157.78
Cannon,Lee,25-Apr-19,,Production Technician I,Brandon Mcdonald,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,18-05-1949,MA,Foreman,Female,91836,Other,Widowed,Fully Meets,3,1778,19-11-2022,3,5,4,1-Sep-22,Project Management,External,Passed,Lake James,Holly Roth,3,803.94
Yael,Hodge,15-Jul-23,,Production Technician I,Christina Cohen,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Project Management - Con,4/5/1961,MA,Director,Female,85791,Other,Married,Fully Meets,3,1779,22-08-2022,5,3,4,27-Nov-22,Project Management,Internal,Passed,Lake Donna,Gabriela Rodriguez,3,188.56
Colton,Booker,10-Dec-22,11-Feb-23,Production Technician I,Jason Taylor,BPC,Active,Contract,Zone C,Temporary,Retirement,Half nice continue serious move lay itself.,Production       ,Field Operations,11/7/1993,MA,Engineer,Female,17208,Hispanic,Widowed,Fully Meets,3,1780,3/6/2023,2,3,2,25-Mar-23,Technical Skills,External,Passed,Brooksport,Brandy Conway,2,663.72
Abril,Cunningham,2-May-19,,Production Technician I,Angela Maxwell,CCDR,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Sga,11/12/1983,MA,Supervisor,Female,88454,White,Divorced,Fully Meets,3,1781,27-09-2022,2,2,4,4-Jul-23,Technical Skills,External,Failed,Carlahaven,Frank Perez,4,892.3
Braxton,House,13-Jan-19,2-Jul-23,Production Technician II,Kenneth Dean,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Material as already course. See our realize.,Production       ,Field Operations,8/10/1950,MA,Groundman,Female,69805,Other,Married,Fully Meets,3,1782,7/7/2023,3,4,1,21-Dec-22,Communication Skills,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35
Destiney,Pearson,9-Jun-21,,Production Technician I,Julie Smith,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,7/12/1981,MA,Laborer,Female,27170,White,Widowed,Fully Meets,3,1783,21-04-2023,5,2,4,24-Dec-22,Technical Skills,External,Passed,Ramosport,Justin Frazier,2,595.5
Trystan,Ramos,2-Aug-23,2-Aug-23,Production Technician I,Mr. John Thomas,WBL,Active,Part-Time,Zone A,Temporary,Retirement,Need challenge education bank upon reach fall.,Production       ,General - Con,30-03-1971,MA,Technician,Female,14325,Other,Divorced,Fully Meets,3,1784,23-02-2023,2,3,1,17-Nov-22,Communication Skills,External,Passed,East Jacob,Ashlee Conley,2,242.18
Miley,Gutierrez,17-Jun-23,,Production Technician I,Michael Mcgee PhD,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Technology / It,17-01-1950,MA,Director,Female,39152,White,Widowed,Fully Meets,3,1785,8/8/2022,4,4,5,7-Jan-23,Project Management,Internal,Failed,Cindyfurt,Brandon Fox,5,104.95
Tara,Hoover,31-Mar-22,14-Jun-22,Production Technician I,Daniel Banks,PL,Active,Full-Time,Zone A,Temporary,Resignation,Treatment itself various campaign.,Production       ,Field Operations,10/11/1979,MA,Laborer,Male,67173,Hispanic,Widowed,Fully Meets,3,1786,3/6/2023,4,2,1,23-Apr-23,Communication Skills,External,Completed,South Heather,Casey Armstrong,2,942.28
Layla,Gutierrez,6-Apr-19,15-Aug-20,Production Technician I,Edward Peterson,BPC,Active,Contract,Zone B,Temporary,Voluntary,Perform question beyond article.,Production       ,Engineers,10/7/1956,MA,Engineer,Male,76007,Hispanic,Divorced,Fully Meets,3,1787,23-02-2023,2,5,3,31-Aug-22,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7
Jakayla,Hall,11-Jul-20,,Production Technician I,Reginald Hernandez,CCDR,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,8/2/1976,MA,Engineer,Male,50833,Other,Divorced,Fully Meets,3,1788,4/8/2023,2,5,1,23-Dec-22,Leadership Development,Internal,Completed,Younghaven,Rhonda Ramirez,4,290.99
Jayson,Ferguson,22-Apr-23,,Production Technician I,Danielle Smith,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Engineers,17-02-1963,MA,Engineer,Male,54218,Other,Widowed,Fully Meets,3,1789,7/10/2022,4,3,1,8-Jan-23,Leadership Development,External,Incomplete,Lake Markport,Lisa Harrison,2,700.97
Nick,Daniels,2-Dec-22,8-Apr-23,Production Technician I,Sara Smith,EW,Active,Part-Time,Zone B,Part-Time,Resignation,Marriage almost cold sort public major cut.,Production       ,Aerial,9/3/1956,MA,Lineman,Female,54589,Asian,Divorced,Fully Meets,3,1790,11/10/2022,4,5,4,19-Aug-22,Communication Skills,Internal,Incomplete,Sandersside,Kristin Watson,4,631.98
Marvin,Abbott,6-Mar-21,26-Apr-23,Production Technician I,Becky Cardenas,MSC,Active,Contract,Zone A,Temporary,Resignation,Year prove but moment house defense.,Production       ,Wireline Construction,2/8/1981,MA,Clerk,Female,9310,Hispanic,Divorced,Fully Meets,3,1791,18-09-2022,4,5,3,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85
Sawyer,Oliver,21-May-19,,Production Technician I,Brittany Olson,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Eng,2/4/1950,MA,Planner,Male,6449,Black,Divorced,Fully Meets,3,1792,12/9/2022,2,3,5,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58
Linda,Barajas,23-Oct-18,2-Dec-22,Production Technician I,Victor Blair,BPC,Active,Full-Time,Zone B,Temporary,Resignation,Fight cup mean money easy stock stock strategy.,Production       ,Executive,22-05-1945,MA,Director,Female,77756,Hispanic,Single,Fully Meets,3,1793,4/9/2022,1,1,2,28-Feb-23,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91
Chance,Blackwell,26-May-21,,Production Technician I,James Ashley,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Sga,13-08-1963,MA,Administrator,Female,95802,White,Widowed,Fully Meets,3,1794,17-05-2023,4,4,2,31-Oct-22,Leadership Development,Internal,Completed,East Laura,Susan Murphy,3,208.13
Antonio,Mccoy,1-Dec-19,8-Jun-20,Production Technician I,Shawn Howard,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Soon voice play will Mr card physical.,Production       ,Yard (Material Handling),4/4/1960,MA,Manager,Female,71561,Asian,Widowed,Fully Meets,3,1795,10/6/2023,5,1,4,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47
Emmett,Mercado,7-Jun-21,13-Dec-22,Production Technician I,Pamela Cruz,MSC,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Eight age article law stop quickly.,Production       ,Wireless,26-06-1976,MA,Driver,Female,9967,Hispanic,Divorced,Fully Meets,3,1796,23-11-2022,3,5,2,27-Oct-22,Customer Service,External,Failed,Genetown,Lindsay Adams,1,727.51
Clara,Wheeler,13-Oct-20,9-Nov-22,Production Technician I,Jennifer Harrington,NEL,Active,Full-Time,Zone A,Full-Time,Voluntary,Us do by over. Source today then between.,Production       ,General - Con,18-09-1987,MA,Laborer,Female,63255,Hispanic,Widowed,Fully Meets,3,1797,3/5/2023,3,3,5,24-Dec-22,Project Management,External,Failed,North Johnview,Kathy Myers DDS,5,581.43
Kieran,Morse,30-Oct-22,,Production Technician II,Kathryn Avila,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,7/12/1985,MA,Splicer,Female,34441,Black,Widowed,Fully Meets,3,1798,27-01-2023,3,2,4,11-Dec-22,Communication Skills,Internal,Incomplete,South Shirley,Kayla Schwartz,1,725.94
Aliyah,Schmitt,4-Sep-22,30-May-23,Production Technician II,Alexandra Clark,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Involuntary,Better one ball computer.,Production       ,Field Operations,19-02-1989,MA,Technician,Male,12152,Black,Married,Fully Meets,3,1799,28-04-2023,2,5,3,27-Oct-22,Technical Skills,Internal,Passed,Port Gregory,Marc Price,1,338.36
Kyan,Morrison,18-Oct-19,19-Apr-21,Production Technician I,Bethany Wilkerson,TNS,Active,Part-Time,Zone C,Full-Time,Resignation,Own while top huge.,Production       ,Wireline Construction,5/4/1976,MA,Lineman,Female,57065,Black,Divorced,Fully Meets,3,1800,3/2/2023,4,3,5,17-Apr-23,Technical Skills,External,Failed,Masonborough,Adam Luna,1,732.84
Rayan,Stephenson,25-Jul-21,23-Jan-23,Production Technician I,Brian Archer,PYZ,Active,Full-Time,Zone C,Temporary,Involuntary,Figure third where boy.,Production       ,General - Con,6/8/1989,MA,Technician,Female,17441,Hispanic,Married,Fully Meets,3,1801,2/6/2023,3,4,3,22-Jun-23,Technical Skills,External,Incomplete,West Matthew,William Alvarez,1,753.69
Gael,Jacobs,31-Mar-20,,Production Technician I,Kathleen Moon,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,13-08-1982,MA,Driller,Female,1741,Other,Divorced,Fully Meets,3,1802,21-05-2023,4,2,5,16-Jul-23,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92
Stephany,Neal,11-Nov-19,2-Aug-23,Production Technician I,William Cooper,NEL,Active,Full-Time,Zone C,Full-Time,Resignation,While win have company will identify certainly.,Production       ,General - Eng,11/5/1982,MA,Billing,Female,69859,Other,Divorced,Fully Meets,3,1803,19-01-2023,1,3,1,20-Sep-22,Leadership Development,External,Passed,Lake Benjamin,Steven Scott PhD,4,550.55
Trevon,Deleon,5-Dec-21,2-Mar-22,Production Technician I,Rebecca Pearson,PL,Active,Part-Time,Zone A,Temporary,Voluntary,Whom book science field follow treatment kind.,Production       ,Field Operations,20-07-1957,MA,Laborer,Male,94462,Hispanic,Widowed,Fully Meets,3,1804,14-04-2023,3,3,5,22-Aug-22,Customer Service,Internal,Failed,Lake Racheltown,Rebecca Olson,1,767.49
Phoenix,Pitts,17-Dec-18,3-Sep-22,Production Technician I,Patricia Perry,BPC,Active,Contract,Zone A,Temporary,Voluntary,Air for charge until want drug seek.,Production       ,Aerial,3/2/1969,MA,Laborer,Male,50864,Black,Divorced,Fully Meets,3,1805,9/7/2023,3,3,1,11-Feb-23,Communication Skills,Internal,Incomplete,Burnsfort,Randall Guzman,5,222.88
Nola,Gillespie,6-Mar-22,,Production Technician I,Angela Reese,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,25-06-1951,MA,Laborer,Male,8972,Asian,Single,Fully Meets,3,1806,5/8/2022,1,2,5,27-Jul-23,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2
Jeramiah,Schwartz,4-Sep-19,,Production Technician I,Christina Hayden,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Yard (Material Handling),13-11-1979,MA,Lineman,Female,94163,White,Widowed,Fully Meets,3,1807,3/2/2023,1,4,4,7-Mar-23,Technical Skills,External,Incomplete,Port Gary,April Nelson,5,794.61
Aaden,Mercer,26-Jul-23,,Production Technician I,Victoria Jacobs,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,25-09-1983,MA,Coordinator,Female,37289,Black,Married,Fully Meets,3,1808,25-04-2023,5,2,4,12-Oct-22,Customer Service,External,Passed,Sparksshire,Michael Frazier,1,147.08
Nathalia,Good,19-Dec-22,19-May-23,Production Technician I,John Jordan,MSC,Active,Contract,Zone C,Part-Time,Involuntary,Simply national production language.,Production       ,Yard (Material Handling),24-11-1966,MA,Supervisor,Female,21417,Other,Divorced,Fully Meets,3,1809,7/4/2023,5,2,1,15-Aug-22,Communication Skills,Internal,Incomplete,East Jenniferchester,James Kelley,5,488.94
Zaria,Benton,17-Aug-21,,Production Technician I,Stephen Richardson,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,30-11-1994,MA,Engineer,Male,22860,Black,Divorced,Fully Meets,3,1810,6/7/2023,5,1,4,22-Feb-23,Project Management,External,Failed,West Jimmy,Jessica Moses,1,603.57
Miley,Ortega,11-Jun-22,,Production Technician I,Catherine Baker,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Technology / It,11/12/1977,MA,Project Manager,Female,50910,Black,Divorced,Fully Meets,3,1811,11/9/2022,2,5,1,25-Jul-23,Customer Service,External,Incomplete,Jameschester,Douglas Brown,3,819.87
Julia,Farmer,1-Oct-21,18-Jun-23,Production Technician I,William Hall III,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Build very significant imagine cell doctor.,Production       ,General - Con,29-04-1978,MA,Manager,Female,78363,Black,Widowed,Fully Meets,3,1812,5/12/2022,4,2,5,4-Mar-23,Leadership Development,Internal,Incomplete,West Craig,Christopher Gibson,2,836.19
Valentin,Lam,4-Aug-20,,Production Technician I,James Meyer,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,12/1/1980,MA,Lineman,Female,61521,Other,Divorced,Fully Meets,3,1813,3/6/2023,3,5,3,5-Nov-22,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94
Darnell,Ritter,11-Feb-22,,Production Technician I,Daniel Thomas,PL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,8/3/1980,MA,Laborer,Female,43420,Black,Widowed,Fully Meets,3,1814,15-04-2023,3,3,1,4-Jun-23,Customer Service,Internal,Failed,West Destiny,Brad Williams,3,532.3
Kierra,Lozano,22-Jun-20,,Production Technician I,Christopher Davis,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,13-05-1961,MA,Manager,Female,44224,Asian,Married,Fully Meets,3,1815,23-10-2022,1,4,5,3-Oct-22,Leadership Development,External,Incomplete,New Kimberlyport,Christopher George,5,758.21
Jamari,Dunn,28-Aug-20,,Production Technician II,Ronald Castro,NEL,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,10/5/1951,MA,Supervisor,Female,83618,Other,Single,Fully Meets,3,1816,3/4/2023,4,3,1,5-Jun-23,Communication Skills,Internal,Incomplete,Tylermouth,Melissa Chambers,2,253.51
Zoey,Page,6-May-19,9-Apr-22,Production Technician II,William Newman,PL,Active,Contract,Zone A,Temporary,Resignation,Condition ability least usually.,Production       ,Aerial,7/1/1987,MA,Lineman,Female,41874,Other,Divorced,Fully Meets,3,1817,28-02-2023,3,1,5,20-Aug-22,Leadership Development,Internal,Completed,Cherylland,Krista Fields,3,375.86
Kendra,Velez,8-Jul-21,,Production Technician II,Kenneth Miller,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),7/1/1956,MA,Laborer,Male,32718,Hispanic,Widowed,Fully Meets,3,1818,25-06-2023,3,1,3,20-Mar-23,Leadership Development,External,Incomplete,New Marie,Cody Murray,5,909.47
Alison,Fuller,2-Jul-22,,Production Technician I,Deborah Blackwell,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,24-10-1948,MA,Technician,Female,24932,Black,Single,Fully Meets,3,1819,11/12/2022,3,1,1,19-Oct-22,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51
Toby,Cooley,4-May-23,,Production Technician I,Kenneth Elliott,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),1/2/1980,MA,Shop,Female,74525,Black,Divorced,Fully Meets,3,1820,23-03-2023,5,4,3,30-Jun-23,Customer Service,Internal,Failed,Richview,David Henson,1,742.26
Emilie,Hood,19-Dec-22,,Production Technician I,Tricia Davies,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,19-07-1980,MA,Accountant,Female,43930,Hispanic,Widowed,Fully Meets,3,1821,3/11/2022,1,2,1,12-Oct-22,Communication Skills,Internal,Passed,Moranburgh,Virginia Small,4,713.84
Cortez,Pena,26-Mar-22,,Production Technician I,Lisa Hernandez,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Wireline Construction,24-12-1950,MA,Groundman,Female,5184,Black,Widowed,Fully Meets,3,1822,27-08-2022,5,2,2,29-Jul-23,Project Management,External,Incomplete,Wigginsland,Tony Long,1,999.06
Abbigail,Blanchard,9-May-21,12-Nov-22,Production Technician I,Karen Pugh,PL,Active,Contract,Zone A,Full-Time,Voluntary,Term few fear whom without.,Production       ,Finance & Accounting,25-11-1960,MA,Assistant,Male,68971,Black,Widowed,Fully Meets,3,1823,12/5/2023,4,4,3,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99
Abby,Curtis,9-Jan-20,10-Mar-22,Production Technician I,Lori Mason,BPC,Active,Contract,Zone B,Temporary,Voluntary,Small prove sea foot property father.,Production       ,Yard (Material Handling),2/3/1960,MA,Vp,Male,69340,Other,Married,Fully Meets,3,1824,15-03-2023,3,1,1,16-Sep-22,Leadership Development,External,Completed,Katherineside,Jessica Spencer,5,136.33
Giana,Moore,16-May-21,14-May-23,Production Technician I,Stephen Neal,CCDR,Active,Contract,Zone A,Part-Time,Voluntary,Plan view month maybe always state.,Production       ,Splicing,5/12/1996,MA,Laborer,Male,45326,White,Married,Fully Meets,3,1825,27-10-2022,1,3,3,5-Aug-22,Technical Skills,External,Completed,North Robertside,Robert Weaver,4,946.67
Giada,Santos,31-Jan-21,3-Jun-22,Production Technician I,Robert Sanchez,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Western unit case late investment.,Production       ,Aerial,17-11-1941,MA,Foreman,Female,57901,Other,Widowed,Exceeds,3,1826,28-09-2022,3,2,5,24-Jul-23,Technical Skills,External,Passed,New Melissa,Lauren Malone,4,485.39
Jessie,Church,19-Sep-21,14-Sep-22,Production Technician I,Glenda Williams,EW,Active,Contract,Zone C,Full-Time,Involuntary,Good technology same cut arrive anything remain.,Production       ,Field Operations,21-05-1982,MA,Operator,Female,18674,Other,Widowed,Needs Improvement,3,1827,25-09-2022,1,3,5,28-Apr-23,Communication Skills,External,Incomplete,Weavermouth,Jesse Flores,5,962.02
Kaylah,Ramos,1-Mar-20,26-Mar-22,Production Technician I,Patrick Hall,MSC,Active,Part-Time,Zone B,Temporary,Resignation,Break field attorney.,Production       ,Wireline Construction,9/4/1983,MA,Foreman,Male,64947,Black,Divorced,Exceeds,3,1828,27-11-2022,3,3,2,29-May-23,Technical Skills,External,Failed,Olsonborough,Stephanie Mullins,1,620.24
Camille,Fritz,29-Feb-20,,Production Technician I,Joel Flynn,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,13-08-1987,MA,Project Manager,Male,37531,White,Married,Exceeds,3,1829,19-08-2022,2,1,2,21-Apr-23,Customer Service,External,Completed,East Jasmineview,Jennifer Miller,4,333.8
Deangelo,Murillo,8-Dec-18,,Production Technician I,Patrick Carpenter,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,26-11-1960,MA,Administrative,Female,78846,Black,Married,Needs Improvement,3,1830,12/7/2023,1,4,1,29-Mar-23,Leadership Development,External,Passed,Knappfurt,Calvin Smith,3,764.21
